de_caseid,de_seqno,de_document_num,dp_seqno,de_date_filed,dt_text
41164,189,,190,2019-03-04,"Motions Taken Under Advisement: [42]  Letter from Plaintiff LaQuentin Banks re [36] Motion to Dismiss for Lack of Prosecution.           (nln),(ps)"
39141,380,,381,2019-03-04,"Motions Taken Under Advisement: [119]    Motion to Stay   <i>Pending Their Summary Judgment on Exhaustion Grounds</i>.           (nln),(ps)"
42753,74,,75,2019-03-05,"Motions Taken Under Advisement: [21]    Motion for Extension of Time <i>of Forty-Five (45) Days to Serve Defendants (for reasons stated in Motion for Leave to Allow Alternative Service Under State Law (Dkt. No. 18)).</i>, [18]    Motion for Leave to "
42753,74,,75,2019-03-05,Allow Alternative Service Under State Law.           (jat)
43271,49,,50,2019-03-05,Motion Taken Under Advisement: [9]  ORDER Regarding Jurisdiction..           (voc)
43340,29,,30,2019-03-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
43339,29,,30,2019-03-05,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis, [6]   Motion to be exempt from paying the initial partial filing fee, request for appointment of counsel, and for emergency injunctive relief, [7]   Motion to Add St"
43339,29,,30,2019-03-05,"ephanie R. Hove as Defendant(s).           (nln),(ps)"
42999,44,,45,2019-03-05,"Motions Taken Under Advisement: [11]  Text Only Order. No amended pleading filed by plaintiff on or before 2/25/19 deadline.           (nln),(ps)"
43123,264,,265,2019-03-05,"Motions Taken Under Advisement: [20]    MOTION TO DISMISS <i></i>. (No reply filed by 2/25/19 deadline.)          (nln),(ps)"
43233,222,,223,2019-03-05,"Motions Taken Under Advisement: [22]    MOTION TO DISMISS <i></i>. (No reply filed by 2/25/19 deadline.)           (nln),(ps)"
40851,149,,150,2019-03-05,"Motions Taken Under Advisement: [31]    Motion for Attorney Fees <i>and Costs Under Section 1988</i>. (No opposition filed by 2/28 deadline.)          (nln),(ps)"
42147,60,,61,2019-03-06,Motions Taken Under Advisement: [14]    Motion for Attorney Fees under the EAJA.           (jat)
40953,121,,122,2019-03-06,"Motions Taken Under Advisement: [28]   Motion for Reconsideration   re [13]  Order to Show Cause, [30]   Motion  to Dismiss for 3rd Motion for Extension.           (nln),(ps)"
41954,32,,33,2019-03-06,"Motions Taken Under Advisement: [8]   Motion for Reconsideration.           (jef),(ps)"
41954,38,,39,2019-03-06,"Motions Taken Under Advisement: [9]  Copy of [1]  Complaint.           (jef),(ps)"
41484,67,,68,2019-03-06,Motion Taken Under Advisement: [19]    Motion for Leave to Proceed in forma pauperis on Appeal <i></i>.           (voc)
40666,83,,84,2019-03-06,"Motions Taken Under Advisement: [22]   Motion for Extension of Time.           (jef),(ps)"
42688,156,,157,2019-03-06,"Motions Taken Under Advisement: [30]  Motion to Supplement  Complaint.           (nln),(ps)"
39949,200,,201,2019-03-06,"Motions Taken Under Advisement: [57]   MOTION FOR SUMMARY JUDGMENT, [56]   MOTION FOR JUDGMENT ON THE PLEADINGS.           (jef),(ps)"
41824,81,,82,2019-03-06,"Motions Taken Under Advisement: [18]   MOTION FOR SUMMARY JUDGMENT.           (jef),(ps)"
40684,306,,307,2019-03-06,"Motions Taken Under Advisement: [57]   Motion to Compel. (No reply filed by 3/4/19 deadline.)          (nln),(ps)"
38253,175,,176,2019-03-06,"Motions Taken Under Advisement: [37]  Motion for Extension of Time and for Assistance in Recruiting Counsel.           (nln),(ps)"
40165,234,,235,2019-03-06,"Motions Taken Under Advisement: [64]   Motion for Extension of Time.           (nln),(ps)"
42775,49,,50,2019-03-07,Motions Taken Under Advisement: [11]  Amended  MOTION TO DISMISS <i>For Failure To State A Claim</i>.           (jls)
41570,244,,245,2019-03-07,Motions Taken Under Advisement: [65]    Motion for Hearing   <i>on Claim Construction and Summary Judgment</i>.           (jat)
41819,107,,108,2019-03-07,Motions Taken Under Advisement: [24]    Motion to Supplement [18]  Brief in Opposition.           (kwf)
43312,24,,25,2019-03-07,"Motions Taken Under Advisement: [4]   Motion for Use of Release Account Funds, [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43433,22,,23,2019-03-07,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
42887,120,,121,2019-03-07,"Motions Taken Under Advisement: [31]    Motion for Order to Show Cause <i>Why Respondent Should Not be Held in Contempt</i>.           (nln),(ps)"
43183,37,,38,2019-03-07,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43438,18,,19,2019-03-07,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
40823,109,,110,2019-03-07,"Motions Taken Under Advisement: [25]   Motion to Amend/Correct  [6]  Answer, [24]   Motion for Extension of Time.           (nln),(ps)"
43303,31,,32,2019-03-07,"Motions Taken Under Advisement: [4]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
42707,52,,53,2019-03-08,Motions Taken Under Advisement: [10]  Joint Motion to Remand <i>under Sentence Four of 42 USC 405(g)</i>.           (jls)
43440,17,,18,2019-03-08,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
42696,42,,43,2019-03-08,Motions Taken Under Advisement: [12]  Joint  MOTION TO REMAND <i>for Further Proceedings Pursuant to Sentence Four of 42 USC 405(g)</i>.           (kwf)
40782,347,,348,2019-03-08,"Motions Taken Under Advisement: [96]  Amended Motion for Appointment of Counsel.           (nln),(ps)"
41215,134,,135,2019-03-08,"Motions Taken Under Advisement: [37]   Motion for summary judgment.           (jef),(ps)"
43339,42,,43,2019-03-08,"Motions Taken Under Advisement: [12]   Letter from Plaintiff Tyler Stanley requesting court intervention     (<u>Sealed Document</u>), [10]  Letter from Plaintiff Tyler Stanley re: delay in e-filed submissions being received by the court; requesting "
43339,42,,43,2019-03-08,"to be transferred to another institution.           (nln),(ps)"
43160,88,,89,2019-03-08,"Motions Taken Under Advisement: [24]   Letter from Plaintiff Tyler Stanley re: delay in e-filed submissions being received by the court; requesting to be transferred to another institution.           (nln),(ps)"
43112,53,,54,2019-03-08,"Motions Taken Under Advisement: [12]   MOTION FOR PRELIMINARY INJUNCTION.           (rks),(ps)"
43235,43,,44,2019-03-08,"Motions Taken Under Advisement: [5]   Proposed Amended Complaint.           (jef),(ps)"
41320,64,,65,2019-03-11,Motion Taken Under Advisement: [17]    Motion for Leave to Proceed in forma pauperis on Appeal <i></i>.           (voc)
41601,423,,424,2019-03-11,"Motions Taken Under Advisement: [118]    Motion to Seal Document  [116]  Brief in Reply, [117]  Declaration.           (jat)"
39743,404,,405,2019-03-11,"Motions Taken Under Advisement: [83] in 3:17-cv-00582-jdp, [106] in 3:17-cv-00221-jdp)   Motion for Protective Order/ Motion to Object to Deposition on March 21, 2019/Motion for Appointment of Counsel.           (rks),(ps)"
40379,312,,313,2019-03-11,"Motions Taken Under Advisement: [83] in 3:17-cv-00582-jdp, [106] in 3:17-cv-00221-jdp)   Motion for Protective Order/ Motion to Object to Deposition on March 21, 2019/Motion for Appointment of Counsel.           (rks),(ps)"
40659,144,,146,2019-03-11,Motions Taken Under Advisement: [36] Joint Motion for Reconsideration. *** Deadlines/Hearings terminated: Response Deadline of 3/15/2019.           (arw)
41001,116,,117,2019-03-11,Motions Taken Under Advisement: [20]   Motion for Reconsideration  for Appointment of Counsel.        (rks)
40740,139,,140,2019-03-11,"Motions Taken Under Advisement: [35]   Motion for Assistance in Recruiting Counsel, [9]    MOTION TO TRANSFER to Eastern District of Wisconsin <i></i>.           (rks),(ps)"
42361,72,,73,2019-03-11,"Motions Taken Under Advisement: [18]   Motion for Court Order.           (rks),(ps)"
35131,195,,196,2019-03-11,"Motions Taken Under Advisement: [55]   Motion to Reopen Case.           (rks),(ps)"
38096,310,,311,2019-03-11,"Motions Taken Under Advisement: [81]   Motion for Extension of Time.           (jef),(ps)"
39956,181,,182,2019-03-11,"Motions Taken Under Advisement: [46]   Motion for Writ of Habeas Corpus ad testificandum.           (jef),(ps)"
42416,83,,84,2019-03-11,"Motions Taken Under Advisement: [21]   Proposed Amended Complaint, [20]   AMENDED  MOTION FOR  INJUNCTION.           (jef),(ps)"
39141,387,,388,2019-03-11,"Motions Taken Under Advisement: [121]   Letter regarding no responses, and questions regarding service and expert witnesses        by Plaintiff Dessie Russell Lonas.            (jef),(ps)"
42434,130,,131,2019-03-12,Motion Taken Under Advisement: [42]  Joint  Motion to Amend/Correct  [11]  Pretrial Conference Order   <i>to Move Summary Judgment Date</i>.           (voc)
43046,42,,43,2019-03-12,"Motions Taken Under Advisement: [9]   Response to  [8]  Order.           (jef),(ps)"
43344,34,,35,2019-03-12,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
43318,34,,35,2019-03-12,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
43408,35,,36,2019-03-12,"Motions Taken Under Advisement:  Motion for PLRA Screening.           (rks),(ps)"
42059,122,,123,2019-03-12,"Motions Taken Under Advisement: [22]  Motion for Emergency Temporary Restraining Order Per Fed.R.Civ.P. 65(B)(1)(A)(B) with Leave to Extend the TRO Pending a Hearing on a Permanent Injunction.           (nln),(ps)"
43349,22,,23,2019-03-12,"Motions Taken Under Advisement: [2]  and  [5]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
42761,103,,104,2019-03-12,"Motions Taken Under Advisement: [20]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
43160,99,,100,2019-03-12,"Motions Taken Under Advisement: [28]   Motion for Assistance in Recruiting Counsel, [26]   Motion for Emergency Injunctive Relief, [27]   Motion to Waive Filing Fee.           (rks),(ps)"
43408,38,,39,2019-03-12,"Motions Taken Under Advisement: [4]   Motion to Mandate Better Access to Courts, [5]   Motion for Use of Release Account Funds.           (jef),(ps)"
42788,112,,113,2019-03-12,"Motions Taken Under Advisement: [28]   Motion for Assistance in Recruiting Counsel.           (rks),(ps)"
42470,74,,75,2019-03-13,Motion Taken Under Advisement: [20]  Unopposed  Motion for Extension of Time <i></i>.           (voc)
35800,113,,114,2019-03-13,Motions Taken Under Advisement: [31]  Second Unopposed Motion for Attorney Fees.           (kwf)
43464,17,,18,2019-03-13,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma  / screening pursuant to 28 U.S.C.&#167; 1915(g) - Imminent Danger/Three-Strikes.           (rks),(ps)"
43051,102,,103,2019-03-13,"Motions Taken Under Advisement: [20]   Motion to Amend/Correct  [19]  Order.           (jef),(ps)"
42274,86,,87,2019-03-13,"Motions Taken Under Advisement: [23]   Motion for Extension of Time, [24]  Response to Order.           (jef),(ps)"
42515,100,,101,2019-03-13,"Motions Taken Under Advisement: [23]   Motion for a judge/bench trial, [22]   Motion for Leave to File.           (jef/sp),(ps)"
43324,34,,35,2019-03-13,"Motions Taken Under Advisement: [6]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43345,37,,38,2019-03-13,"Motions Taken Under Advisement: [9]   Motion for Leave to File, [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43488,18,,19,2019-03-14,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
43270,51,,52,2019-03-14,"Motions Taken Under Advisement: [12]   Motion to Amend  [1]  Complaint.           (nln),(ps)"
42911,48,,49,2019-03-14,"Motions Taken Under Advisement: [10]   Motion to Amend  [1]  Complaint.           (rks),(ps)"
42490,60,,61,2019-03-14,Motion Taken Under Advisement: [6]    Social Security Hearing Transcript.           (voc)
40364,196,,197,2019-03-14,"Motions Taken Under Advisement: [51]   Motion for Writ of Habeas Corpus ad testificandum.           (nln),(ps)"
43497,25,,26,2019-03-14,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
43286,32,,33,2019-03-14,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43376,28,,29,2019-03-15,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (nln),(ps)"
41926,159,,160,2019-03-15,"Motions Taken Under Advisement: [41]   Motion for regarding defendants&#039; submissions and briefing notice.           (jef/sp),(ps)"
40576,69,,70,2019-03-15,"Motions Taken Under Advisement: [9]   Response to  [8]  Order.           (nln),(ps)"
43123,274,,275,2019-03-15,"Motions Taken Under Advisement: [70]    Motion to Join <i>State Defendants&#039; Motion to Dismiss</i>  [61]  Brief in Support,.           (nln),(ps)"
42484,80,,81,2019-03-15,"Motions Taken Under Advisement: [17]   Motion for leave to file supplemental complaints & motion for leave to file an amended complaint.           (jef),(ps)"
42692,52,,53,2019-03-15,"Motions Taken Under Advisement: [12]   Proposed Amended Complaint.           (jef),(ps)"
41167,94,,95,2019-03-15,"Motions Taken Under Advisement: [22]   Motion for Issuance of Subpoena.           (jef),(ps)"
43276,36,,37,2019-03-15,"Motions Taken Under Advisement: [2]   Motion for Assistance in Recruiting Counsel, [4]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
43377,34,,35,2019-03-15,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
40659,164,,165,2019-03-18,"Motions Taken Under Advisement: [36]  Joint  Motion for Reconsideration <i>of Request to Amend the Scheduling Order and Adjourn Trial Date</i>, [38]  Joint  Motion for Reconsideration <i>of Request to Amend the Scheduling Order</i>.           (jls)"
40571,139,,140,2019-03-18,"Motions Taken Under Advisement: [39]   Motion to have the court refile this case.           (rks),(ps)"
42963,82,,83,2019-03-18,"Motions Taken Under Advisement: [20]   Motion for Assistance in Recruiting Counsel, [19]   Objection to Magistrate.           (jef),(ps)"
43319,25,,26,2019-03-18,"Motions Taken Under Advisement: [1]   Petition for Writ of Habeas Corpus - State.           (jef),(ps)"
43400,54,,55,2019-03-18,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis, [11]   Motion for Assistance in Recruiting Counsel, [8]   Motion for Leave to File, [14]   Motion for Leave to File, [6]   Motion for Leave to Proceed in forma paupe"
43400,54,,55,2019-03-18,"ris.           (jef),(ps)"
43443,23,,24,2019-03-18,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
41926,173,,174,2019-03-18,"Motions Taken Under Advisement: [44]   Motion for Entry of Default as to Rosela Baker, [42]   Motion to Strike  [8]    MOTION TO DISMISS <i></i>, [38]  Brief in Reply, [43]   Motion for Application for Default Judgment.           (jef),(ps)"
42448,87,,88,2019-03-18,"Motions Taken Under Advisement: [17]   Motion to Amend  [1]  Complaint.           (jef),(ps)"
42827,110,,111,2019-03-18,"Motions Taken Under Advisement: [24]   Motion for Assistance in Recruiting Counsel, [23]   Response to  [21]  Order.           (jef),(ps)"
37416,147,,148,2019-03-19,Motions Taken Under Advisement: [40]    Motion for Attorney Fees. Response stating no opposition filed.           (kwf)
39924,282,,283,2019-03-19,Motions Taken Under Advisement: [79]    Motion for Attorney Fees. Defendant takes no position in favor of or against award of attorney fees and costs.          (kwf)
40571,144,,145,2019-03-19,"Motions Taken Under Advisement: [40]   Motion to have the court refile the &quot;retailiation&quot; claim.           (rks),(ps)"
39753,314,,315,2019-03-19,"Motions Taken Under Advisement: [73]   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
42723,131,,132,2019-03-19,"Motions Taken Under Advisement: [30]   Motion for Sanctions.           (jef),(ps)"
42059,127,,128,2019-03-19,"Motions Taken Under Advisement: [26]   Motion for Service by U.S. Marshal Service.           (jef),(ps)"
41157,74,,75,2019-03-19,"Motion Taken Under Advisement: [21]    Stipulation for Attorney Fees Pursuant to the Equal Access to Justice Act (EAJA), 28 U.S.C. Section 2412 <i></i>.           (voc)"
40372,67,,68,2019-03-19,"Motions Taken Under Advisement: ([11] in 3:17-cv-00575-wmc, [8] in 3:18-cv-00131-wmc)   Motion for Reconsideration and Consolidation.           (rks),(ps)"
41357,50,,51,2019-03-19,"Motions Taken Under Advisement: ([11] in 3:17-cv-00575-wmc, [8] in 3:18-cv-00131-wmc)   Motion for Reconsideration and Consolidation.           (rks),(ps)"
41850,191,,192,2019-03-19,"Motions Taken Under Advisement: [36]   Declaration of Harrison Franklin.           (rks),(ps)"
41112,77,,78,2019-03-20,Motions Taken Under Advisement: [23]    Motion for Leave to Proceed in forma pauperis on Appeal.           (lak)
40945,190,,191,2019-03-20,Motions Taken Under Advisement: [54]  Notice <i>of Filing Joint Submission of Proposed Injunction</i>; proposed permanent junction attached.          (kwf)
41149,252,,253,2019-03-20,Motions Taken Under Advisement: [86]    Motion for Leave to Supplement the Record.           (kwf)
41792,133,,134,2019-03-20,"Motions Taken Under Advisement: [41]  Unopposed  Motion for Preliminary Approval of Settlement Agreement, [40]  Joint  Stipulation for Class Certification Pursuant to Fed. R. Civ. P. 23.           (jat)"
39744,429,,430,2019-03-20,Motions Taken Under Advisement: [118]  Joint  Motion to Approve Settlement Agreement   (<u>Sealed Document</u>).           (jat)
41630,73,,74,2019-03-20,Motions Taken Under Advisement: [17]    Motion for Attorney Fees under the EAJA.           (jat)
40165,253,,254,2019-03-20,"Motions Taken Under Advisement: [75]   Motion for counsel or assistance in preparation for trial and for jury selection information.           (jef),(ps)"
42762,92,,94,2019-03-20,***Motion Taken Under Advisement: [17]  ORDER Regarding Jurisdiction.           (voc)
41926,180,,181,2019-03-20,"Motions Taken Under Advisement: [46]    Motion to accept Defendant&#039;s Reply Brief as filed and schedule status conference    <i></i>.           (jef),(ps)"
42515,111,,112,2019-03-20,"Motions Taken Under Advisement: [26]   Motion for Reconsideration   re [21]  Order.           (jef),(ps)"
40955,187,,188,2019-03-21,"Motions Taken Under Advisement: [49]  Motion for Extension of Time requesting extension of summary judgment deadline.           (nln),(ps)"
35936,378,,379,2019-03-21,"Motions Taken Under Advisement: [84]    MOTION FOR SUMMARY JUDGMENT <i></i>. (No supplemental opposition material filed by 3/5/19 deadline.)          (nln),(ps)"
39270,75,,76,2019-03-21,"Motions Taken Under Advisement: [16]    MOTION TO DISMISS for Lack of Prosecution <i></i>. (No response from plaintiff by 3/6/19 deadline.)          (nln),(ps)"
40605,119,,120,2019-03-21,"Motions Taken Under Advisement: [25]   MOTION FOR SUMMARY JUDGMENT. (No reply filed by 3/7/19 deadline.)          (nln),(ps)"
40272,261,,262,2019-03-21,"Motions Taken Under Advisement: [66]   Motion Seeking Reprimand Relief Under Rule 7(b)   re [62]  Response to Proposed Findings of Fact. (No response filed by 3/8/19 deadline.)          (nln),(ps)"
40676,285,,286,2019-03-21,"Motions Taken Under Advisement: [65]    Bill of Costs <i></i>. (No opposition filed by 3/11/19 deadline.)          (nln),(ps)"
41550,233,,234,2019-03-21,"Motions Taken Under Advisement: [53]  Letter from Plaintiffs requesting hand-signed, duplicate-original of    [49]  Order,  [50]  Judgment.           (nln),(ps)"
43339,50,,51,2019-03-21,"Motions Taken Under Advisement: [14]   MOTION FOR PRELIMINARY INJUNCTION  (<u>Sealed Document</u>).           (nln),(ps)"
38081,296,,297,2019-03-21,"Motions Taken Under Advisement: [76]    Motion to Stay   <i>Case Deadlines and Trial Dates</i>.           (nln),(ps)"
40291,212,,213,2019-03-21,"Motions Taken Under Advisement: [47]    MOTION FOR SUMMARY JUDGMENT <i></i>. (No opposition filed by 3/14/19 deadline.)           (nln),(ps)"
42761,117,,118,2019-03-21,"Motions Taken Under Advisement: [26]   Motion for Reconsideration   re [18]  Order.           (jef),(ps)"
38950,94,,95,2019-03-21,"Motions Taken Under Advisement: [20]    MOTION TO DISMISS for Lack of Prosecution <i>or, in the Alternative, to Compel Discovery and Extend Scheduling Order</i>.           (nln),(ps)"
40403,207,,208,2019-03-21,"Motions Taken Under Advisement: [50]   Motion for Extension of Time.           (nln),(ps)"
38834,212,,213,2019-03-21,"Motions Taken Under Advisement: [56]    MOTION TO DISMISS for Lack of Prosecution <i>and Motion to Compel</i>.           (nln),(ps)"
43304,45,,46,2019-03-21,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (jef),(ps)"
43160,108,,109,2019-03-22,Motions Taken Under Advisement: [30]  Letter from Plaintiff Tyler Stanley re: not receiving confirmation of filing EDWI case no. 19-cv-365 and requesting injunctive relief to be transferred to another institution so plaintiff may litigate his cases p
43160,108,,109,2019-03-22,"roperly.           (nln),(ps)"
42029,45,,46,2019-03-22,"Motions Taken Under Advisement: [8]   Motion to Expedite.           (jef),(ps)"
38081,301,,302,2019-03-22,"Motions Taken Under Advisement: [77]   Motion for Extension of Time re discovery of evidence.           (nln),(ps)"
41926,188,,189,2019-03-22,"Motions Taken Under Advisement: [48]   Motion for Extension of Time.           (jef),(ps)"
42241,132,,133,2019-03-22,"Motions Taken Under Advisement: [26]   Motion for Assistance in Recruiting Counsel.           (nln),(ps)"
43235,48,,49,2019-03-22,"Motions Taken Under Advisement: [6]   Proposed Amended Complaint.           (rks),(ps)"
41507,162,,163,2019-03-25,"Motions Taken Under Advisement: [31]    Motion to Compel, Request for Sanctions and Request for New and Expanded Schedule.           (jat)"
40149,136,,137,2019-03-25,"Motions Taken Under Advisement: [34]   Motion for court to take judicial notice.           (jef),(ps)"
42629,175,,176,2019-03-25,Motions Taken Under Advisement: [44]    Motion for Leave to File <i>Sur-Reply in Opposition to Defendants&#039; Motion to Compel Arbitration</i>.           (kwf/bgw)
42454,78,,79,2019-03-25,"Motions Taken Under Advisement: [21]   Motion to proceed with the pretrial scheduling of all court dates and deadlines without having the phone conference.           (rks),(ps)"
42224,75,,76,2019-03-25,"Motions Taken Under Advisement: [13]   Motion for Judgment (Response to   [12]  Order).           (jef),(ps)"
40165,266,,267,2019-03-25,"Motions Taken Under Advisement: [73]    Motions in Limine <i></i>.           (jef),(ps)"
41149,261,,262,2019-03-25,"Motions Taken Under Advisement: [82]    Motion to Strike  [73]  Exhibit, [78]  Declaration <i>of Dr. Trangle</i>.           (lak)"
38081,309,,310,2019-03-25,"Motions Taken Under Advisement: [78]   Motion to  Correct  [65]  Brief in Opposition, [55]    MOTION FOR SUMMARY JUDGMENT.          (jef),(ps)"
43217,62,,63,2019-03-25,"Motions Taken Under Advisement: [14]   Response to  [13]  Order.           (jef),(ps)"
42650,73,,74,2019-03-25,"Motions Taken Under Advisement: [20]   Response to   [11]  Order.           (jef),(ps)"
36006,652,,653,2019-03-25,"Motions Taken Under Advisement: [181]   Motion for Issuance of Subpoena.           (rks),(ps)"
43303,38,,39,2019-03-25,"Motions Taken Under Advisement: [8]   Motion for Leave to File.           (rks),(ps)"
43199,55,,56,2019-03-26,"Motions Taken Under Advisement: [16]   Motion to Leave and File an Amended Complaint.           (rks),(ps)"
41163,214,,215,2019-03-26,"Motions Taken Under Advisement: [53]   Motion for Leave to File, [54]  Proposed Amended Complaint.           (jef),(ps)"
43535,8,,9,2019-03-26,Motions Taken Under Advisement: [1]  Motion to Vacate Sentence per 28 U.S.C. 2255.           (kwf)
41541,98,,99,2019-03-26,Motions Taken Under Advisement: [22]    Motion to Alter or Amend Judgment.           (jls)
43302,35,,36,2019-03-26,Motions Taken Under Advisement: [5]  ORDER Regarding Jurisdiction.           (jls)
41239,133,,134,2019-03-26,Motions Taken Under Advisement: [26]    Motion for Status on Ruling re: [13] Motion for Default Judgment.          (kwf)
41744,188,,189,2019-03-26,Motion Taken Under Advisement: [52]    Motion for Leave to File <i>Response to Plaintiffs&#039; Notice of Supplemental Authority</i>.           (voc)
43444,22,,23,2019-03-26,"Motions Taken Under Advisement: [3]   Motion for Leave to Proceed in forma pauperis, [2]   Motion for Assistance in Recruiting Counsel.           (rks),(ps)"
40569,69,,70,2019-03-26,"Motions Taken Under Advisement: [16]  Motion to File Second Supplement Complaint.           (rks),(ps)"
40058,76,,77,2019-03-27,"Motions Taken Under Advisement: [12]   Proposed Amended Complaint, [11]   Motion for Leave to File.           (rks),(ps)"
42515,116,,117,2019-03-27,"Motions Taken Under Advisement: [27]   Motion for Leave to File an Amended Complaint.           (rks),(ps)"
39826,79,,80,2019-03-27,"Motions Taken Under Advisement: [16]   Proposed Amended Complaint.           (rks),(ps)"
40915,123,,124,2019-03-27,"Motions Taken Under Advisement: [28]   MOTION TO TRANSFER to Eastern District of Wisconsin.           (jef),(ps)"
36006,657,,658,2019-03-27,"Motions Taken Under Advisement: [182]  Letter  to Judge Peterson regarding motion to compel.           (jef),(ps)"
42217,301,,302,2019-03-27,"Motions Taken Under Advisement: (113 in 3:16-cv-00718-jdp, 96 in 3:18-cv-00576-jdp)   Motion for leave to proceed on state law claims against Nancy Hove, (111 in 3:16-cv-00718-jdp, 94 in 3:18-cv-00576-jdp)   Motion to Amend  (2 in 3:18-cv-00576-jdp) "
42217,301,,302,2019-03-27," Complaint,, (112 in 3:16-cv-00718-jdp, 95 in 3:18-cv-00576-jdp)   Proposed Amended Complaint, (114 in 3:16-cv-00718-jdp, 97 in 3:18-cv-00576-jdp)   Motion to proceed with state law claims against Rick Huneke.           Associated Cases: 3:18-cv-0057"
42217,301,,302,2019-03-27,"6-jdp, 3:16-cv-00718-jdp (jef),(ps)"
39074,400,,401,2019-03-27,"Motions Taken Under Advisement: (113 in 3:16-cv-00718-jdp, 96 in 3:18-cv-00576-jdp)   Motion for leave to proceed on state law claims against Nancy Hove, (111 in 3:16-cv-00718-jdp, 94 in 3:18-cv-00576-jdp)   Motion to Amend  (2 in 3:18-cv-00576-jdp) "
39074,400,,401,2019-03-27," Complaint,, (112 in 3:16-cv-00718-jdp, 95 in 3:18-cv-00576-jdp)   Proposed Amended Complaint, (114 in 3:16-cv-00718-jdp, 97 in 3:18-cv-00576-jdp)   Motion to proceed with state law claims against Rick Huneke.           Associated Cases: 3:18-cv-0057"
39074,400,,401,2019-03-27,"6-jdp, 3:16-cv-00718-jdp (jef),(ps)"
41226,188,,189,2019-03-28,Motions Taken Under Advisement: [64]    Stipulation to Identify Ownership - Badger Mining Corporation.           (jls)
41167,125,,126,2019-03-28,"Motions Taken Under Advisement: [33]   Motion for Issuance of Subpoena.           (jef),(ps)"
40165,275,,276,2019-03-28,"Motions Taken Under Advisement: [80]   Motion to Stay.           (jef),(ps)"
40019,152,,153,2019-03-28,"Motions Taken Under Advisement: [42]   Motion to stay dispositive motion deadline.           (jef),(ps)"
43410,33,,34,2019-03-28,Motion Taken Under Advisement: [5]  ORDER Regarding Jurisdiction.           (voc)
40165,285,,286,2019-03-28,"Motions Taken Under Advisement: [82]    Motion to Amend/Correct  [68]  Exhibit List   <i></i>.           (jef),(ps)"
42761,124,,125,2019-03-28,"Motions Taken Under Advisement: [28]  Letter to Judge Crabb.           (jef),(ps)"
43378,34,,35,2019-03-28,"Motions Taken Under Advisement: [2]   Motion for Leave to Proceed in forma pauperis.           (rks),(ps)"
41507,178,,179,2019-03-29,"Motions Taken Under Advisement: [31]    Motion to Compel, Request for Sanctions and Request for New and Expanded Schedule.   (Reply not filed)          (jat)"
43160,119,,120,2019-03-29,"Motions Taken Under Advisement: (15 in 3:19-cv-00132-wmc, 32 in 3:19-cv-00022-slc)   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
43339,57,,58,2019-03-29,"Motions Taken Under Advisement: (15 in 3:19-cv-00132-wmc, 32 in 3:19-cv-00022-slc)   Motion for Assistance in Recruiting Counsel.           (jef),(ps)"
41853,143,,144,2019-03-29,"Motions Taken Under Advisement: [35]  Second Motion for Appointment of Counsel.           (rks),(ps)"
43235,53,,54,2019-03-29,"Motions Taken Under Advisement: [7]   Proposed Amended Complaint.           (jef),(ps)"
42462,120,,121,2019-03-29,"Motions Taken Under Advisement: [27]    Motion to Stay   <i>Dispositive Motions Deadline Pending Decision on Defendants&#039; Motion for Partial Summary Judgment on Exhaustion Grounds</i>.           (jef),(ps)"
